cc_no,pos_dt,cc_txn_amt
88270,2,8600
88270,3,5800
88270,5,12600
88270,6,16400
88271,1,4900
88271,2,3600
88271,3,400
88271,4,2200
88271,5,13400
88271,6,1200
88272,1,2300
88272,3,9000
88272,4,19400
88272,5,9300
88272,6,4000
88273,1,9000
88273,2,5000
88273,3,4700
88273,4,1000
88274,2,3200
88274,3,1100
88274,4,14800
88274,5,300
88274,6,5200
88275,1,4900
88276,2,14000
88276,3,2000
88276,6,5000
88277,2,19900
88277,3,10000
88278,1,46400
88278,2,1900
88278,3,1900
88278,5,7900
88278,6,63900
88279,1,1600
88279,2,1000
88279,4,1500
88279,5,500
88280,3,7000
88280,4,3000
88280,5,2500
88285,3,172000
88285,4,58000
88285,5,18000
88285,6,20000
88288,2,20000
88288,5,40000
88291,1,6500
88291,2,6500
88291,3,5500
88291,4,6000
88291,5,5800
88291,6,6500
88293,5,8000
88293,6,10500
88294,6,800
88295,6,2200
88296,1,10000
88296,2,7000
88296,3,7000
88296,5,3000
88296,6,5000
88297,6,25000
88298,1,65400
88298,2,103400
88298,3,51800
88298,4,71500
88298,5,154400
88298,6,52200
88305,5,173800
88308,1,1500
88308,2,400
88308,3,600
88308,4,400
88308,6,500
88309,4,9000
88310,1,10000
88310,3,10000
88310,6,6000
88313,1,300
88313,2,1600
88313,3,25000
88315,4,13000
88315,5,14000
88315,6,9000
88316,1,1500
88316,2,19700
88316,4,1500
88316,6,300
88318,1,1300
88318,2,400
88318,3,25600
88318,4,19200
88318,5,3600
88318,6,1900
88320,1,50000
88320,4,30000
88320,5,13000
88320,6,28000
88323,6,2700
88324,6,50700
88325,1,23100
88325,2,1200
88325,3,8000
88325,4,3500
88325,5,20700
88325,6,15000
88326,1,1200
88326,3,1900
88326,5,1000
88326,6,1200
88330,1,18000
88330,2,24700
88330,3,9000
88330,4,6100
88330,6,12200
88331,1,627900
88331,2,11800
88331,3,7800
88331,4,7200
88331,5,20000
88331,6,41700
88333,1,6800
88333,2,6400
88333,3,6400
88333,4,2300
88333,5,7600
88333,6,6100
88334,6,14000
88335,5,50000
88335,6,50000
88337,1,2000
88337,4,2500
88337,6,1000
88339,3,17000
88339,4,1300
88339,6,2000
88340,3,700
88340,4,8900
88340,6,5600
88342,2,3000
88342,4,3000
88342,6,8000
88344,1,400
88350,1,36900
88350,2,17500
88350,3,3000
88350,4,42900
88350,5,2000
88350,6,3200
88351,2,300
88351,3,300
88351,4,300
88351,5,1700
88351,6,4600
88353,4,1600
88354,2,4100
88354,3,2000
88354,4,7200
88354,5,5900
88354,6,12500
88356,6,5000
88360,1,1700
88360,2,1000
88360,3,900
88360,5,1000
88361,2,2900
88361,3,1300
88361,4,15500
88361,5,9600
88361,6,2800
88362,1,6300
88362,2,19300
88362,3,18500
88362,4,9800
88362,5,14500
88362,6,12000
88363,5,2800
88364,4,15000
88366,2,4800
88366,3,5800
88368,3,10000
88369,3,5000
88369,4,3000
88370,2,700
88370,3,1000
88373,1,32700
88373,2,14700
88373,3,50700
88373,4,16500
88373,5,39400
88373,6,123900
88377,1,2200
88377,2,4900
88377,3,1700
88377,4,4000
88377,5,3200
88377,6,5100
88378,4,500
88378,5,1900
88379,2,29900
88379,3,1200
88379,4,1000
88381,2,500
88381,3,500
88381,5,500
88381,6,500
88382,1,7500
88382,2,1400
88382,3,2200
88382,4,2500
88382,5,4000
88382,6,25100
88385,1,4800
88385,2,1500
88385,3,2600
88385,4,3400
88385,5,5100
88385,6,1000
88387,1,3900
88387,2,22700
88387,3,11300
88387,4,4300
88387,5,16400
88387,6,17700
88388,1,8700
88388,2,3600
88388,3,5200
88388,4,7700
88388,6,1000
88389,1,4900
88389,2,4000
88389,3,5000
88389,5,4500
88390,1,3400
88390,3,500
88390,5,2000
88390,6,3500
88391,2,3300
88391,3,900
88391,5,15500
88391,6,5000
88393,1,2000
88393,2,26800
88393,3,10500
88393,4,20900
88393,5,700
88393,6,9800
88394,2,1500
88394,3,1600
88394,4,1500
88394,5,1500
88394,6,1500
88396,1,21000
88396,2,4800
88396,3,700
88396,4,6900
88396,5,3200
88396,6,4000
88397,1,25000
88397,6,5600
88399,1,6100
88399,2,3800
88399,3,4300
88399,4,4100
88399,5,7500
88399,6,4300
88400,2,18000
88400,3,13900
88400,4,19000
88400,5,17700
88401,1,800
88401,2,7500
88401,3,2300
88401,4,1200
88401,5,1000
88402,5,10000
88404,1,5200
88404,2,5000
88404,3,2000
88404,4,39800
88404,5,4000
88404,6,4300
88407,1,2000
88407,3,1000
88407,4,1500
88407,5,2500
88407,6,2000
88408,1,20900
88408,2,14200
88408,3,53200
88408,4,29700
88408,5,38600
88408,6,7900
88409,3,800
88410,1,2000
88410,2,2000
88410,3,2000
88410,4,2000
88410,5,1000
88410,6,1500
88412,2,500
88413,1,2100
88413,3,1000
88413,4,700
88413,6,1500
88414,1,800
88414,2,900
88414,4,1000
88414,5,900
88414,6,800
88415,1,1000
88415,2,1000
88415,3,1000
88415,5,1000
88415,6,1000
88417,3,103800
88419,1,13000
88419,2,3500
88419,3,5700
88419,4,8100
88419,5,3900
88419,6,17700
88420,4,4000
88420,5,4000
88422,3,15000
88422,4,4000
88422,6,1200
88423,2,1300
88423,3,2000
88423,4,2000
88423,5,4000
88423,6,3000
88424,1,3000
88424,2,26000
88424,5,7000
88424,6,1000
88426,2,20000
88426,5,60000
88426,6,50000
88427,5,8000
88428,2,20000
88428,5,3000
88429,6,3500
88431,4,1500
88431,5,700
88431,6,2300
88432,1,53900
88432,2,31100
88432,3,32500
88432,4,14700
88432,5,22500
88432,6,28100
88434,2,11900
88434,3,7700
88434,6,800
88436,4,900
88438,4,8000
88439,1,4300
88439,2,3000
88439,3,3400
88439,4,39100
88439,5,3300
88439,6,1600
88442,4,18000
88442,6,8000
88444,1,11800
88444,2,11000
88444,3,22800
88444,4,13700
88444,5,14700
88444,6,15000
88446,1,200
88446,2,200
88446,3,200
88446,5,1200
88446,6,200
88449,6,11000
88450,1,900
88450,2,800
88450,3,1200
88450,5,1000
88451,1,1000
88451,2,1500
88451,3,1500
88451,4,500
88451,5,1000
88451,6,700
88452,1,8500
88454,1,2900
88454,2,4100
88454,3,25000
88454,4,9900
88454,5,12800
88454,6,900
88455,1,4000
88455,2,2000
88456,5,9500
88457,1,6800
88457,2,11100
88457,3,3000
88459,1,94000
88459,2,72900
88459,3,27600
88459,5,6700
88459,6,14900
88460,1,7400
88460,2,23100
88460,3,3500
88460,4,22400
88460,5,11100
88460,6,10700
88463,5,5700
88464,4,20000
88466,1,25900
88466,2,13000
88466,3,1500
88466,4,700
88466,5,1400
88466,6,1400
88467,1,100
88467,2,1700
88467,3,1300
88467,4,700
88467,5,2300
88467,6,300
88468,1,38100
88468,2,20900
88468,3,16000
88468,4,41300
88468,5,43700
88468,6,6900
88470,1,20700
88470,2,17300
88470,3,9100
88470,4,3600
88470,5,11200
88470,6,7600
88473,4,8000
88473,6,6000
88475,1,200
88478,1,3500
88478,3,5000
88478,5,2200
88478,6,4200
88479,1,45800
88479,2,400
88479,3,7600
88479,4,15800
88479,5,31600
88479,6,2000
88480,5,14000
88480,6,3000
88481,5,30000
88483,1,2000
88483,3,3500
88484,2,4200
88484,4,3800
88484,6,3000
88485,2,700
88485,3,2900
88485,4,10000
88485,5,5000
88485,6,1000
88486,1,2200
88486,2,2200
88486,3,4300
88486,4,3400
88486,5,4700
88487,2,1300
88487,4,2500
88487,5,1400
88487,6,2000
88488,1,46300
88488,2,7900
88488,3,62800
88488,4,10700
88488,5,13700
88488,6,116300
88490,1,3100
88490,2,4300
88490,3,28800
88490,4,4700
88490,5,6300
88490,6,3200
88492,1,5100
88492,2,1300
88492,3,8900
88492,4,6000
88492,5,4800
88492,6,7500
88493,3,15000
88493,4,8000
88494,1,1000
88494,2,1000
88494,3,1000
88494,5,1000
88494,6,1000
88495,6,5000
88498,1,14600
88498,2,19800
88498,3,12100
88498,4,18400
88498,5,24500
88498,6,17800
88499,1,1000
88499,2,500
88499,6,1000
88502,3,29000
88502,6,10000
88503,1,13900
88503,2,9900
88503,3,12600
88503,4,7300
88503,5,27200
88503,6,21400
88504,1,1300
88504,2,5700
88504,3,1500
88504,4,11700
88504,5,1300
88504,6,20000
88505,2,400
88505,3,2800
88505,4,7200
88505,5,7000
88505,6,49600
88507,1,1500
88507,2,50000
88507,5,190000
88509,1,12300
88509,2,12600
88509,3,14200
88509,4,11100
88509,5,12900
88509,6,17600
88510,5,5000
88512,1,900
88512,3,15700
88512,4,20600
88512,5,600
88512,6,600
88513,1,6400
88513,2,3600
88513,3,4200
88513,4,4700
88513,5,3100
88513,6,4100
88514,1,4900
88514,2,9800
88514,3,7100
88514,4,15300
88514,5,5800
88514,6,11800
88515,1,8500
88515,2,5400
88515,4,4000
88515,5,4700
88516,1,15500
88516,2,2700
88516,3,9700
88516,4,6700
88516,5,2600
88516,6,11900
88524,2,100
88525,3,600
88527,1,2400
88535,2,4300
88535,3,600
88535,4,8500
88535,5,2300
88535,6,3700
88536,3,900
88536,5,3000
88538,3,20000
88538,5,54000
88539,1,3000
88539,2,4000
88539,3,4000
88539,4,2000
88539,5,5000
88539,6,2000
88540,1,40300
88540,2,6800
88540,3,19400
88540,4,20000
88540,5,14000
88540,6,9000
88541,5,70000
88541,6,28000
88542,1,1100
88542,2,1400
88542,3,1400
88542,4,1400
88542,6,1400
88544,1,5000
88544,2,4300
88544,3,15400
88544,4,2000
88544,5,12500
88544,6,4400
88546,1,3600
88546,2,4600
88546,3,1000
88546,4,6800
88546,5,1100
88546,6,3500
88547,1,4000
88547,4,5000
88547,5,5000
88549,1,1600
88549,2,900
88549,4,7000
88549,5,1500
88549,6,7100
88550,1,22100
88550,2,6800
88550,3,39100
88550,4,20900
88550,5,8800
88550,6,24500
88552,1,6000
88552,2,4600
88552,3,11100
88552,4,1200
88552,6,5200
88554,1,31300
88554,2,26400
88554,3,35500
88554,4,59200
88554,5,20200
88554,6,19800
88555,1,4600
88555,2,12600
88555,3,33300
88555,4,1400
88555,5,400
88555,6,40100
88556,1,800
88556,3,500
88556,4,300
88556,5,1500
88556,6,700
88557,6,11000
88558,1,3600
88558,2,8200
88558,6,500
88559,1,2400
88559,2,2200
88559,3,4700
88559,4,3800
88559,5,8000
88559,6,2300
88561,1,1500
88561,2,1500
88561,5,8200
88562,1,86400
88562,2,38600
88562,3,57200
88562,4,18000
88562,5,56200
88562,6,69800
88563,2,700
88563,3,2000
88563,4,2200
88563,5,1800
88563,6,1300
88564,1,1100
88564,4,31500
88569,1,1100
88569,2,8200
88569,3,2000
88573,1,1100
88573,2,4200
88573,3,1500
88573,4,2200
88573,5,2300
88573,6,1600
88575,1,12900
88575,3,12000
88575,4,4900
88575,5,13000
88577,1,2900
88580,3,3000
88580,4,9300
88580,5,12300
88580,6,12900
88581,2,66600
88581,5,4600
88581,6,34600
88582,1,10000
88582,2,20000
88582,6,28000
88584,4,6500
88584,5,3900
88584,6,28400
88585,1,14500
88585,2,2700
88585,3,33600
88585,4,14600
88585,5,16400
88585,6,1300
88589,5,15000
88590,1,500
88590,2,500
88592,1,68100
88592,2,2800
88592,3,13700
88592,4,500
88592,5,1000
88592,6,5500
88593,1,12400
88593,2,700
88593,3,14700
88593,4,700
88593,5,11000
88593,6,4000
88594,1,9900
88594,2,13700
88594,3,13600
88594,4,8400
88594,5,15800
88594,6,8000
88595,5,2500
88599,1,7400
88599,2,2000
88599,3,22900
88599,4,3600
88599,5,38300
88599,6,2000
88600,1,500
88600,2,3500
88600,3,5000
88600,4,1700
88600,5,4200
88600,6,3000
88601,4,15000
88602,1,5400
88602,2,6700
88602,3,5400
88602,4,8100
88602,5,7700
88602,6,8100
88604,2,1800
88604,3,1800
88604,4,1100
88604,5,2700
88604,6,600
88607,1,14000
88607,2,180600
88607,3,5300
88607,4,1500
88607,5,1600
88607,6,1400
88610,2,5000
88610,6,34000
88611,3,5000
88611,6,5000
88613,2,5800
88613,4,14100
88614,3,8000
88615,3,5000
88615,4,2100
88615,6,2900
88616,1,3300
88616,2,1700
88616,3,4200
88616,4,4900
88616,5,600
88616,6,24700
88618,1,3800
88618,2,1500
88618,3,500
88619,1,2200
88619,2,5400
88619,3,7200
88619,4,4600
88619,5,7200
88619,6,5400
88621,1,5100
88621,2,24600
88621,3,7500
88621,4,8700
88621,5,6400
88621,6,2700
88624,4,26700
88624,6,2000
88625,6,6000
88626,1,8400
88626,2,10100
88626,3,2700
88626,4,11500
88626,5,2500
88626,6,600
88627,1,8100
88627,2,5100
88627,4,3000
88630,2,800
88630,3,2700
88630,4,3900
88630,5,6500
88630,6,2900
88633,1,5300
88633,2,3600
88633,3,1500
88633,4,5300
88633,5,9700
88633,6,20600
88634,1,1500
88634,2,500
88634,3,1300
88634,4,7100
88634,5,3600
88636,3,15100
88636,4,300
88636,5,800
88637,6,300
88638,1,1000
88638,2,1000
88638,4,1000
88638,5,1000
88638,6,1000
88642,1,15600
88642,2,3100
88642,3,3800
88642,4,3900
88642,5,15400
88642,6,4800
88644,1,16800
88644,2,3100
88644,3,5000
88644,4,2100
88644,5,700
88644,6,2300
88648,5,8000
88648,6,6000
88649,1,3700
88649,2,4600
88649,3,11500
88649,5,400
88649,6,800
88651,1,10700
88651,3,1000
88651,5,3800
88651,6,3000
88652,4,5500
88652,6,1900
88653,4,10000
88653,5,17000
88654,1,5400
88654,2,3200
88654,3,7300
88654,5,10500
88654,6,5600
88655,6,4000
88656,1,1800
88656,2,400
88656,3,1700
88656,4,1400
88656,5,400
88656,6,2400
88660,1,2200
88660,2,16500
88660,3,5000
88660,5,400
88660,6,18000
88663,1,1400
88663,2,2400
88663,3,1300
88663,4,4300
88663,5,600
88663,6,5600
88665,2,2700
88665,3,3600
88665,4,30200
88665,5,15900
88665,6,25000
88666,1,12000
88666,2,2700
88666,4,4600
88667,6,20000
88669,1,500
88669,4,2000
88669,6,3100
88673,2,23300
88673,3,500
88673,4,400
88673,5,10100
88673,6,31900
88674,1,2400
88674,2,2700
88674,3,46100
88674,4,5700
88674,5,12100
88674,6,2900
88675,1,6300
88675,2,6000
88675,3,2100
88675,4,28100
88675,5,8600
88675,6,3600
88676,1,4600
88676,2,13400
88676,3,6800
88676,4,10700
88676,5,10800
88676,6,13700
88677,2,2000
88677,3,1000
88677,4,1300
88677,5,1000
88678,4,10000
88678,5,3600
88681,6,5300
88682,1,7300
88682,2,4700
88682,3,16400
88682,4,7600
88682,5,2500
88682,6,14800
88683,1,8700
88683,2,800
88683,3,6100
88683,4,5200
88683,5,3000
88683,6,23900
88686,2,5000
88686,4,3000
88687,1,5900
88687,2,4900
88687,3,6700
88687,4,5700
88687,5,7000
88687,6,4400
88690,1,500
88690,2,12500
88693,1,4600
88693,2,3800
88693,3,1000
88693,4,5300
88693,5,2400
88693,6,500
88694,3,3400
88694,4,28700
88694,5,3200
88694,6,3700
88696,3,2500
88696,4,1000
88696,6,1700
88697,1,1500
88697,2,1800
88697,3,12800
88697,4,1700
88697,5,1900
88697,6,1800
88698,6,5000
88700,1,2600
88700,2,300
88700,3,8000
88700,4,3800
88700,5,40600
88701,1,1000
88701,2,1400
88701,3,2900
88701,4,7500
88701,5,2600
88701,6,400
88703,1,3000
88703,3,10200
88703,5,10100
88706,3,1900
88706,4,3200
88706,6,1900
88707,1,800
88707,3,14800
88707,4,400
88707,5,2700
88707,6,5500
88709,1,900
88709,2,7900
88709,3,800
88709,4,2800
88709,5,600
88709,6,13200
88710,1,700
88710,2,7800
88710,3,4800
88710,4,10700
88710,5,5400
88710,6,15300
88711,1,8800
88711,2,8400
88711,3,8400
88711,4,3800
88711,5,7400
88711,6,5200
88712,6,4500
88713,4,11000
88713,5,34400
88715,2,13800
88715,5,700
88716,1,400
88716,2,10100
88716,4,13400
88716,5,1500
88716,6,13800
88717,2,30000
88719,1,10000
88719,3,5000
88719,5,9000
88720,2,4100
88720,5,500
88720,6,1400
88722,4,9000
88723,3,15300
88724,1,19900
88724,2,400
88724,3,1600
88724,4,1600
88724,5,1500
88724,6,2400
88725,3,30000
88725,4,10000
88725,5,29000
88725,6,19000
88727,4,5000
88727,5,5000
88727,6,3600
88730,1,2100
88730,4,300
88730,6,59900
88731,5,14300
88734,1,10300
88734,4,1100
88734,5,4400
88738,2,2000
88738,3,4000
88738,4,4000
88738,5,4000
88738,6,4000
88740,1,4500
88740,4,2300
88740,5,1100
88741,1,9400
88741,2,10000
88741,3,9900
88741,4,10400
88741,5,12600
88741,6,9500
88742,4,400
88742,6,1400
88743,2,8000
88743,4,5000
88744,1,11200
88744,2,7300
88744,3,6100
88744,4,7200
88744,5,3500
88745,1,8900
88745,2,1500
88745,3,15600
88745,4,19300
88745,5,8500
88747,6,8000
88748,1,800
88748,2,1400
88748,3,3500
88748,4,12800
88748,5,10700
88750,1,3100
88750,3,800
88750,5,1700
88752,1,700
88752,2,200
88752,3,5200
88752,4,15800
88752,5,500
88752,6,800
88754,5,3000
88754,6,2000
88755,2,10800
88755,3,2200
88755,4,1600
88755,5,2000
88755,6,2200
88756,1,1200
88756,2,800
88756,3,5000
88756,5,10000
88758,2,3200
88758,3,4400
88758,4,6000
88758,5,2100
88758,6,3700
88759,1,17100
88759,2,3500
88759,3,52300
88759,4,18600
88759,5,13200
88759,6,17700
88761,6,22000
88762,1,2300
88762,2,2000
88762,3,1000
88762,4,1000
88762,5,1000
88762,6,1000
88763,5,39000
88764,1,6800
88764,2,1500
88764,3,9900
88764,4,5400
88764,5,2900
88764,6,2700
88766,1,1200
88766,2,600
88766,3,600
88766,6,1300
88769,1,1200
88769,2,1400
88769,3,1200
88769,5,1500
88769,6,1500
88770,1,1100
88770,2,1200
88770,3,400
88770,4,1100
88770,5,1100
88770,6,400
88772,1,500
88772,2,5000
88772,3,9500
88772,4,4000
88774,6,1600
88776,2,1000
88776,5,2300
88776,6,1000
88777,5,20000
88777,6,8500
88778,3,2000
88778,6,6500
88779,1,1800
88779,2,1700
88779,3,300
88779,4,300
88779,5,600
88779,6,300
88782,1,2000
88782,2,4000
88782,3,8000
88782,4,4000
88782,5,4000
88784,1,45300
88784,2,32700
88784,3,72400
88784,4,60700
88784,5,39300
88784,6,68400
88786,6,10000
88787,1,3900
88787,2,2300
88787,3,5000
88787,4,5400
88787,5,3000
88787,6,1700
88788,1,1800
88788,3,2300
88788,4,2000
88788,5,2100
88788,6,2000
88789,3,99000
88789,5,80000
88790,1,900
88790,2,26900
88790,3,48800
88790,4,21100
88790,5,28400
88790,6,12400
88791,1,8800
88791,2,1700
88791,3,15800
88791,4,8400
88791,5,31500
88791,6,18700
88794,4,2100
88794,5,13000
88794,6,700
88796,1,12100
88796,2,21400
88796,4,22900
88796,5,2000
88796,6,29300
88798,3,2000
88798,4,1000
88798,5,4400
88798,6,4800
88799,2,97000
88799,3,261000
88799,4,61400
88799,5,236200
88799,6,33400
88800,1,1000
88800,2,700
88800,5,2000
88800,6,800
88801,5,15000
88801,6,8000
88802,1,1700
88802,2,1700
88802,3,4500
88802,4,16500
88802,5,500
88802,6,500
88803,1,4500
88803,2,1000
88803,3,4700
88803,4,2200
88803,5,3000
88803,6,3500
88804,1,1000
88804,2,2000
88804,3,11500
88804,4,7600
88804,5,44900
88804,6,1500
88805,1,44500
88805,2,1000
88805,3,11000
88805,4,34000
88806,1,20900
88806,3,16800
88806,5,57700
88806,6,12900
88807,4,17700
88807,5,16100
88807,6,500
88808,1,1000
88808,3,1500
88808,5,1600
88809,1,3000
88809,3,4500
88809,4,3000
88809,6,4500
88811,4,17900
88811,5,4200
88811,6,1800
88812,3,1100
88812,4,3700
88812,6,2800
88814,2,1200
88814,3,700
88814,4,500
88814,5,700
88815,1,600
88815,3,18700
88815,4,3900
88815,5,5800
88815,6,10300
88817,1,6700
88817,2,1100
88817,3,3900
88817,4,3900
88817,5,3300
88817,6,10200
88819,1,1600
88819,2,1800
88819,3,3200
88819,4,4300
88819,5,2500
88819,6,2100
88822,1,8000
88822,3,3000
88822,5,3000
88827,1,22800
88827,2,5000
88827,3,12900
88827,4,19200
88827,5,16500
88827,6,5000
88828,1,1600
88828,2,1400
88828,3,3100
88829,1,2300
88829,2,3100
88829,3,900
88829,4,3200
88829,5,14000
88831,1,9900
88831,2,3700
88831,3,21300
88831,4,5200
88831,5,5400
88831,6,4200
88832,5,24100
88832,6,11000
88834,5,400
88835,1,5000
88837,2,2000
88837,3,500
88838,2,30600
88838,3,7100
88838,4,4300
88838,5,1500
88838,6,5600
88839,1,2800
88839,2,1800
88839,3,4200
88839,4,6000
88840,1,9000
88840,2,12600
88840,3,21900
88840,4,5900
88840,5,20300
88840,6,600
88841,2,3900
88841,3,3800
88841,4,3600
88841,5,4200
88841,6,3400
88844,1,3900
88844,2,18800
88844,3,5100
88844,4,17800
88844,5,13000
88844,6,4300
88845,1,2600
88845,2,900
88845,3,1500
88845,4,2700
88845,5,2000
88845,6,2000
88850,1,1100
88850,2,1100
88850,3,1200
88850,4,21000
88850,5,12100
88850,6,900
88851,1,15400
88851,2,400
88851,3,900
88851,4,2200
88851,5,900
88851,6,11500
88852,1,1300
88852,2,1500
88852,3,500
88852,4,5200
88852,5,300
88852,6,500
88853,3,18800
88853,6,1600
88854,4,5600
88854,6,6900
88855,1,1300
88855,2,1300
88855,3,1300
88855,4,1300
88855,5,1300
88855,6,1300
88858,1,27400
88858,2,5000
88858,3,34400
88858,4,12700
88858,5,65900
88858,6,112800
88859,1,82000
88859,2,400
88859,3,100
88859,5,5800
88859,6,3600
88860,4,1200
88860,5,1500
88862,1,15500
88862,2,700
88862,3,7800
88862,4,2200
88863,1,1700
88863,2,1300
88863,4,26800
88863,5,6200
88863,6,7400
88864,1,17200
88864,2,6300
88864,3,4700
88864,4,1600
88864,5,6200
88864,6,11500
88865,3,3200
88866,5,500
88866,6,8800
88867,1,2200
88867,2,2000
88867,3,200
88867,4,5600
88867,5,2200
88867,6,2700
88869,2,4700
88869,3,2000
88869,4,2400
88869,5,16900
88869,6,4200
88870,1,2600
88870,4,600
88870,5,28300
